group,activity_sum,net_sum,signed_sum,cancel_pct,activity_share,net_share
Group_1,2336.0094273533864,1653.6450745345276,-1.32103476894315,29.2106848897418,0.8612852779245238,0.8326539822127169
Group_3,287.40332219504126,262.60355734771247,10.918226283123559,8.628906812183546,0.10596543290222811,0.13222782877416833
Group_2,88.82381971300077,69.74448153575753,7.791273199994469,21.4799794006736,0.03274928917324806,0.035118189013114774
