fid,iid,rep,BFGS,DE,MLSL,Non-elitist,PSO,Same
1,1,0,0.0,1.1e-09,0.0,0.0,1.1e-09,0.0
1,1,1,0.0,4e-10,0.0,0.0,4e-10,0.0
1,1,2,0.0,2e-10,0.0,0.0,2e-10,0.0
1,1,3,0.0,2e-10,0.0,0.0,2e-10,0.0
1,1,4,0.0,0.0,0.0,0.0,0.0,0.0
1,1,5,0.0,0.0,0.0,0.0,0.0,0.0
1,1,6,0.0,0.0,0.0,0.0,0.0,0.0
1,1,7,0.0,7.9e-09,0.0,0.0,7.9e-09,0.0
1,1,8,0.0,0.0,0.0,0.0,0.0,0.0
1,1,9,0.0,2e-10,0.0,0.0,2e-10,0.0
1,1,10,0.0,2.5e-09,0.0,0.0,2.5e-09,0.0
1,1,11,0.0,1e-10,0.0,0.0,1e-10,0.0
1,1,12,0.0,2e-10,0.0,0.0,2e-10,0.0
1,1,13,0.0,4e-10,0.0,0.0,4e-10,0.0
1,1,14,0.0,7e-10,0.0,0.0,7e-10,0.0
1,1,15,0.0,8e-10,0.0,0.0,8e-10,0.0
1,1,16,0.0,8e-10,0.0,0.0,8e-10,0.0
1,1,17,0.0,1e-10,0.0,0.0,1e-10,0.0
1,1,18,0.0,1.1e-09,0.0,0.0,1.1e-09,0.0
1,1,19,0.0,5e-10,0.0,0.0,5e-10,0.0
1,2,0,0.0,1.1e-09,0.0,0.0,1.1e-09,0.0
1,2,1,0.0,2.5e-09,0.0,0.0,2.5e-09,0.0
1,2,2,1e-10,1.67e-08,0.0,0.0,1.67e-08,0.0
1,2,3,0.0,8e-10,0.0,0.0,8e-10,0.0
1,2,4,0.0,2e-09,0.0,0.0,2e-09,0.0
1,2,5,0.0,2.41e-08,0.0,0.0,2.41e-08,0.0
1,2,6,0.0,5e-10,0.0,0.0,5e-10,0.0
1,2,7,1e-10,2.2e-09,0.0,0.0,2.2e-09,0.0
1,2,8,0.0,8e-10,0.0,0.0,8e-10,0.0
1,2,9,0.0,2e-10,0.0,0.0,2e-10,0.0
1,2,10,0.0,1.2e-09,0.0,0.0,1.2e-09,0.0
1,2,11,0.0,1e-10,0.0,0.0,1e-10,0.0
1,2,12,0.0,7.3e-09,0.0,0.0,7.3e-09,0.0
1,2,13,0.0,1e-10,0.0,0.0,1e-10,0.0
1,2,14,0.0,1.1e-09,0.0,0.0,1.1e-09,0.0
1,2,15,0.0,2.6e-09,0.0,0.0,2.6e-09,0.0
1,2,16,0.0,1.2e-09,0.0,0.0,1.2e-09,0.0
1,2,17,1e-10,3e-10,0.0,0.0,3e-10,0.0
1,2,18,0.0,1e-10,0.0,0.0,1e-10,0.0
1,2,19,0.0,4.26e-08,0.0,0.0,4.26e-08,0.0
1,3,0,0.0,3e-10,0.0,0.0,3e-10,0.0
1,3,1,0.0,1e-10,0.0,0.0,1e-10,0.0
1,3,2,0.0,9e-10,0.0,0.0,9e-10,0.0
1,3,3,0.0,1.4e-09,0.0,0.0,1.4e-09,0.0
1,3,4,0.0,3e-10,0.0,0.0,3e-10,0.0
