fid,iid,rep,alg_B8,alg_B16,alg_B24,alg_B32,alg_B40,alg_B48,alg_B56,alg_B64,alg_B72,alg_B80,alg_B88,alg_B96,alg_B100,alg_B150,alg_B200,alg_B250,alg_B300,alg_B350,alg_B400,alg_B450,alg_B500,alg_B550,alg_B600,alg_B650,alg_B700,alg_B750,alg_B800,alg_B850,alg_B900,alg_B950,alg_B1000
4,5,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,PSO,PSO,BFGS,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,BFGS,Non-elitist,MLSL,DE,DE,Same
4,5,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,MLSL,Non-elitist,Non-elitist,Non-elitist,Non-elitist,DE,PSO,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,PSO,Same,DE,BFGS,Same
4,5,14,Non-elitist,Non-elitist,Same,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist,Non-elitist,MLSL,MLSL,MLSL,MLSL,MLSL,Same,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,Same,Non-elitist,PSO,MLSL,Same,Same
4,5,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,PSO,Non-elitist,MLSL,MLSL,Non-elitist,MLSL,PSO,PSO,Non-elitist,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,Non-elitist,MLSL,MLSL,MLSL,BFGS,Non-elitist,BFGS,BFGS,BFGS,Same
4,5,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist,PSO,PSO,Non-elitist,Non-elitist,MLSL,MLSL,MLSL,MLSL,BFGS,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,BFGS,BFGS,BFGS,DE,Same,Same
4,5,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,DE,MLSL,Same,BFGS,BFGS,Same
4,5,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,PSO,Non-elitist,Non-elitist,PSO,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,BFGS,MLSL,MLSL,MLSL,BFGS,Non-elitist,BFGS,BFGS,DE,MLSL,Same
4,5,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,MLSL,Non-elitist,PSO,MLSL,MLSL,MLSL,BFGS,MLSL,MLSL,BFGS,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,PSO,DE,BFGS,BFGS,DE,Same
5,1,0,PSO,PSO,PSO,Non-elitist,PSO,Same,PSO,Non-elitist,PSO,PSO,PSO,PSO,PSO,Same,Non-elitist,Same,Non-elitist,Non-elitist,Same,Non-elitist,Same,MLSL,Same,Non-elitist,Same,PSO,PSO,MLSL,BFGS,Same,Same
5,1,1,PSO,Same,PSO,Non-elitist,PSO,PSO,PSO,PSO,PSO,PSO,PSO,Same,PSO,Same,PSO,DE,MLSL,DE,PSO,DE,Non-elitist,DE,DE,DE,DE,DE,BFGS,MLSL,BFGS,PSO,Same
5,1,2,PSO,Non-elitist,Same,PSO,Same,PSO,PSO,Non-elitist,PSO,PSO,Same,Same,Same,PSO,PSO,PSO,Non-elitist,DE,DE,DE,Non-elitist,DE,DE,DE,Non-elitist,DE,Non-elitist,DE,BFGS,Non-elitist,Same
5,1,3,PSO,Same,Same,Non-elitist,PSO,PSO,PSO,Same,PSO,PSO,Same,Non-elitist,Same,PSO,Same,Same,Same,DE,PSO,DE,Same,DE,DE,Non-elitist,Non-elitist,DE,Non-elitist,DE,BFGS,Same,Same
5,1,4,Non-elitist,Non-elitist,PSO,Non-elitist,Same,PSO,PSO,PSO,PSO,PSO,PSO,Same,Same,PSO,Non-elitist,DE,Non-elitist,DE,DE,DE,Non-elitist,DE,DE,MLSL,DE,DE,Same,PSO,PSO,BFGS,Same
5,1,5,PSO,Same,Same,Non-elitist,Same,PSO,PSO,Non-elitist,PSO,PSO,PSO,PSO,Non-elitist,DE,PSO,DE,DE,DE,DE,DE,Non-elitist,DE,DE,Non-elitist,DE,DE,Non-elitist,DE,BFGS,PSO,Same
5,1,6,PSO,Same,Same,Same,Same,PSO,PSO,Same,PSO,PSO,PSO,PSO,Same,Same,Same,PSO,DE,DE,DE,DE,PSO,DE,DE,MLSL,Same,DE,Non-elitist,DE,BFGS,PSO,Same
5,1,7,Same,Same,Same,Non-elitist,Same,Same,PSO,Non-elitist,PSO,PSO,PSO,PSO,PSO,DE,PSO,DE,DE,DE,DE,DE,Non-elitist,DE,DE,DE,DE,DE,BFGS,DE,BFGS,BFGS,Same
5,1,8,PSO,Non-elitist,Same,Same,Same,Same,PSO,Same,PSO,PSO,Same,Non-elitist,Same,PSO,PSO,DE,DE,DE,DE,DE,Non-elitist,DE,DE,MLSL,DE,DE,Non-elitist,DE,BFGS,PSO,Same
5,1,9,Same,Non-elitist,PSO,Same,PSO,Same,PSO,Same,PSO,Same,PSO,PSO,Same,PSO,Same,Same,Non-elitist,DE,DE,DE,Non-elitist,DE,DE,DE,Non-elitist,DE,Non-elitist,DE,BFGS,PSO,Same
5,1,10,Non-elitist,PSO,PSO,Non-elitist,Non-elitist,Same,PSO,Non-elitist,PSO,PSO,PSO,PSO,Non-elitist,Non-elitist,PSO,PSO,DE,DE,DE,DE,Non-elitist,DE,DE,MLSL,Same,DE,Non-elitist,DE,BFGS,PSO,Same
5,1,11,PSO,Same,Same,PSO,Same,Same,PSO,PSO,PSO,PSO,Same,Same,PSO,Non-elitist,Same,PSO,DE,DE,DE,DE,Non-elitist,DE,DE,Same,Same,Non-elitist,BFGS,DE,BFGS,BFGS,Same
5,1,12,PSO,Non-elitist,Same,Non-elitist,Same,Same,PSO,Same,PSO,Same,PSO,Same,PSO,PSO,Same,PSO,DE,DE,DE,DE,Non-elitist,DE,DE,Non-elitist,Same,DE,Non-elitist,DE,BFGS,DE,Same
5,1,13,PSO,Non-elitist,PSO,Non-elitist,Same,Same,PSO,Same,PSO,PSO,PSO,Same,Same,PSO,Same,DE,DE,DE,DE,DE,Non-elitist,DE,DE,DE,DE,DE,BFGS,DE,BFGS,BFGS,Same
5,1,14,Same,Same,PSO,PSO,Same,PSO,Same,Same,PSO,PSO,PSO,PSO,PSO,PSO,PSO,DE,Non-elitist,DE,DE,DE,MLSL,DE,DE,MLSL,MLSL,PSO,DE,DE,PSO,BFGS,Same
5,1,15,PSO,Non-elitist,Same,Same,Same,Same,PSO,Non-elitist,PSO,PSO,PSO,PSO,Same,PSO,PSO,PSO,PSO,Same,Non-elitist,Non-elitist,Same,MLSL,MLSL,MLSL,Non-elitist,Same,PSO,DE,MLSL,Non-elitist,Same
5,1,16,Non-elitist,Non-elitist,Same,Non-elitist,Same,Same,PSO,Same,PSO,Same,Same,Same,Non-elitist,Same,Same,Non-elitist,Non-elitist,PSO,DE,DE,Same,DE,DE,Same,Non-elitist,Non-elitist,Non-elitist,PSO,BFGS,Same,Same
5,1,17,Same,Same,Same,Non-elitist,Same,Same,Same,PSO,PSO,PSO,PSO,Same,PSO,Same,Non-elitist,Same,Non-elitist,Non-elitist,Non-elitist,Same,Same,DE,DE,BFGS,Non-elitist,Non-elitist,Non-elitist,DE,BFGS,Non-elitist,Same
5,1,18,PSO,Non-elitist,PSO,Non-elitist,Same,Same,PSO,Same,PSO,PSO,PSO,PSO,Same,Same,Same,DE,DE,DE,DE,DE,Non-elitist,DE,DE,MLSL,DE,DE,Non-elitist,DE,BFGS,Non-elitist,Same
5,1,19,Non-elitist,Non-elitist,Same,Same,Same,PSO,PSO,Non-elitist,PSO,PSO,PSO,Same,PSO,PSO,PSO,DE,DE,DE,PSO,DE,MLSL,DE,DE,MLSL,MLSL,PSO,DE,DE,Same,BFGS,Same
5,2,0,PSO,Same,Same,Non-elitist,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Non-elitist,PSO,Same,Same,Same,Same,Non-elitist,Same,Non-elitist,Same,Non-elitist,BFGS,MLSL,BFGS,MLSL,BFGS,Same
5,2,1,Same,Same,Same,Non-elitist,Non-elitist,PSO,PSO,PSO,PSO,PSO,PSO,Non-elitist,Same,Same,Same,PSO,PSO,DE,DE,DE,Same,DE,DE,DE,DE,DE,MLSL,BFGS,Non-elitist,PSO,Same
5,2,2,Same,Same,Same,Same,Same,Same,Same,Same,PSO,Same,Same,Same,Same,PSO,Non-elitist,Same,Same,Same,Same,Non-elitist,Same,Non-elitist,Same,Non-elitist,DE,BFGS,DE,Non-elitist,DE,DE,Same
5,2,3,PSO,Non-elitist,PSO,Same,Same,PSO,Same,Same,Same,Same,Same,Same,Same,Same,Same,PSO,Same,PSO,DE,DE,Same,PSO,DE,PSO,DE,DE,DE,BFGS,BFGS,Non-elitist,Same
5,2,4,PSO,PSO,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Non-elitist,Same,Non-elitist,Same,Same,Same,Non-elitist,Non-elitist,Same,PSO,PSO,Non-elitist,Same,DE,BFGS,BFGS,DE,Same,Same
5,2,5,PSO,Same,Same,Non-elitist,Non-elitist,Same,PSO,Same,PSO,PSO,PSO,Non-elitist,Same,DE,PSO,PSO,PSO,DE,DE,DE,Non-elitist,MLSL,DE,PSO,DE,DE,BFGS,BFGS,BFGS,Same,Same
5,2,6,PSO,PSO,Non-elitist,Non-elitist,Non-elitist,PSO,PSO,Same,PSO,PSO,PSO,Non-elitist,Non-elitist,DE,PSO,DE,DE,DE,DE,DE,Non-elitist,PSO,MLSL,DE,Non-elitist,DE,BFGS,BFGS,BFGS,MLSL,Same
5,2,7,PSO,PSO,Same,Same,Same,PSO,Same,Same,Same,Same,Same,Non-elitist,Non-elitist,Same,Non-elitist,Same,Non-elitist,Non-elitist,Same,Non-elitist,Same,PSO,Non-elitist,Non-elitist,DE,DE,DE,Non-elitist,DE,Same,Same
5,2,8,Same,PSO,PSO,Non-elitist,Same,PSO,Same,Same,PSO,PSO,PSO,Same,PSO,PSO,PSO,Same,PSO,DE,DE,DE,Non-elitist,PSO,DE,DE,PSO,DE,BFGS,BFGS,DE,MLSL,Same
5,2,9,PSO,PSO,PSO,Non-elitist,Same,Same,PSO,PSO,PSO,Same,PSO,PSO,Non-elitist,Same,Same,Same,Same,DE,PSO,DE,Same,DE,DE,Non-elitist,Same,DE,DE,Non-elitist,DE,DE,Same
5,2,10,PSO,PSO,Non-elitist,Non-elitist,Non-elitist,Same,Same,Same,PSO,Same,Same,Non-elitist,Non-elitist,PSO,PSO,BFGS,MLSL,DE,DE,DE,Same,PSO,DE,MLSL,Non-elitist,Non-elitist,BFGS,BFGS,BFGS,MLSL,Same
5,2,11,Same,Non-elitist,Non-elitist,Non-elitist,PSO,Same,PSO,Same,PSO,PSO,PSO,PSO,Same,MLSL,PSO,PSO,PSO,DE,DE,DE,Non-elitist,PSO,DE,Non-elitist,Same,DE,Non-elitist,BFGS,DE,MLSL,Same
5,2,12,Same,Same,Same,Non-elitist,Non-elitist,Same,PSO,Same,Same,Same,PSO,Non-elitist,Non-elitist,Same,PSO,Same,PSO,DE,DE,DE,Non-elitist,PSO,MLSL,Same,DE,DE,Non-elitist,BFGS,BFGS,BFGS,Same
5,2,13,Same,PSO,Non-elitist,Non-elitist,Same,Same,PSO,Same,PSO,Same,PSO,PSO,PSO,PSO,PSO,DE,Same,DE,DE,DE,Same,PSO,MLSL,Non-elitist,Same,DE,Same,BFGS,PSO,MLSL,Same
5,2,14,PSO,PSO,Same,PSO,Same,PSO,Same,Same,PSO,PSO,Same,Non-elitist,PSO,DE,Non-elitist,PSO,PSO,DE,DE,DE,Non-elitist,PSO,DE,DE,Non-elitist,DE,BFGS,BFGS,DE,BFGS,Same
5,2,15,Same,Same,Same,Same,Same,PSO,PSO,Same,PSO,PSO,Same,Non-elitist,Same,Non-elitist,Non-elitist,PSO,PSO,DE,DE,DE,Non-elitist,PSO,DE,PSO,Same,DE,Same,BFGS,BFGS,BFGS,Same
5,2,16,PSO,Same,Non-elitist,Non-elitist,PSO,PSO,PSO,Same,PSO,Same,PSO,Same,Non-elitist,Same,Non-elitist,Same,MLSL,DE,DE,DE,BFGS,PSO,DE,MLSL,MLSL,Non-elitist,BFGS,BFGS,DE,BFGS,Same
5,2,17,Same,PSO,Same,Non-elitist,Same,PSO,PSO,Same,PSO,PSO,PSO,PSO,PSO,DE,DE,DE,DE,DE,DE,DE,Non-elitist,PSO,DE,DE,DE,DE,MLSL,BFGS,DE,Same,Same
5,2,18,Same,PSO,PSO,Non-elitist,PSO,PSO,PSO,Same,PSO,PSO,Same,Same,Non-elitist,Same,Same,PSO,PSO,DE,DE,DE,Non-elitist,PSO,DE,Non-elitist,Same,DE,DE,BFGS,BFGS,DE,Same
5,2,19,PSO,Same,PSO,Non-elitist,Same,PSO,PSO,Same,PSO,Same,PSO,Same,Same,PSO,PSO,DE,DE,DE,DE,DE,Non-elitist,PSO,DE,DE,PSO,DE,Same,BFGS,DE,DE,Same
5,3,0,Non-elitist,PSO,Same,PSO,Same,Same,Same,Same,PSO,Same,PSO,PSO,Same,DE,DE,DE,PSO,DE,PSO,PSO,Non-elitist,DE,DE,DE,MLSL,DE,BFGS,BFGS,BFGS,BFGS,Same
5,3,1,PSO,PSO,Same,PSO,Same,PSO,PSO,Same,PSO,Same,PSO,Non-elitist,Same,Same,Non-elitist,PSO,PSO,DE,PSO,DE,Same,DE,DE,Same,DE,DE,Same,DE,BFGS,DE,Same
5,3,2,Non-elitist,Non-elitist,Same,PSO,Same,Same,Same,Same,PSO,Same,PSO,Same,Same,Same,Non-elitist,Same,Non-elitist,DE,DE,DE,DE,DE,DE,MLSL,MLSL,BFGS,BFGS,DE,BFGS,Same,Same
5,3,3,Same,Non-elitist,Same,PSO,Same,Same,Same,Same,PSO,Same,PSO,Same,Same,Same,Same,DE,DE,DE,DE,DE,MLSL,DE,Non-elitist,MLSL,Non-elitist,Non-elitist,Non-elitist,DE,BFGS,DE,Same
5,3,4,PSO,Non-elitist,Non-elitist,Same,Same,Same,Same,Same,PSO,Same,PSO,Same,Non-elitist,DE,Non-elitist,DE,DE,DE,PSO,MLSL,Non-elitist,DE,DE,MLSL,MLSL,DE,Non-elitist,DE,DE,BFGS,Same
5,3,5,Same,Non-elitist,PSO,PSO,Same,Same,PSO,Same,PSO,PSO,PSO,PSO,Same,DE,DE,DE,Same,DE,DE,DE,Non-elitist,MLSL,DE,DE,MLSL,Non-elitist,BFGS,DE,BFGS,Same,Same
5,3,6,Non-elitist,PSO,Same,Same,Same,Same,PSO,Same,PSO,PSO,PSO,Same,Non-elitist,Non-elitist,Same,PSO,PSO,DE,PSO,DE,Same,DE,DE,Same,Non-elitist,DE,Same,BFGS,BFGS,Non-elitist,Same
5,3,7,PSO,Non-elitist,Same,PSO,Same,Same,Same,Non-elitist,Same,Same,Same,PSO,Same,PSO,Same,PSO,Same,DE,PSO,PSO,Non-elitist,DE,DE,Same,DE,PSO,Non-elitist,BFGS,BFGS,DE,Same
5,3,8,Non-elitist,Same,PSO,Same,PSO,Same,PSO,Same,PSO,PSO,PSO,Non-elitist,Same,PSO,Non-elitist,PSO,DE,DE,PSO,PSO,Same,DE,DE,Non-elitist,Non-elitist,DE,Non-elitist,DE,BFGS,BFGS,Same
5,3,9,Same,Non-elitist,Same,PSO,Same,Same,Same,PSO,PSO,Same,PSO,PSO,Same,MLSL,DE,DE,DE,DE,PSO,PSO,Non-elitist,DE,DE,MLSL,MLSL,DE,BFGS,BFGS,BFGS,BFGS,Same
5,3,10,Same,PSO,Same,PSO,Same,Same,PSO,Same,PSO,PSO,PSO,Non-elitist,Same,DE,DE,PSO,Same,DE,PSO,DE,Non-elitist,DE,DE,Non-elitist,Non-elitist,Non-elitist,BFGS,DE,BFGS,DE,Same
5,3,11,Non-elitist,Non-elitist,Same,Non-elitist,Same,Same,Same,Same,PSO,Same,PSO,PSO,Same,PSO,PSO,DE,DE,DE,PSO,PSO,Non-elitist,DE,DE,MLSL,MLSL,DE,Non-elitist,DE,DE,PSO,Same
5,3,12,Same,Non-elitist,Same,Non-elitist,Same,Same,PSO,Same,PSO,PSO,PSO,Non-elitist,Non-elitist,BFGS,PSO,DE,DE,DE,PSO,PSO,Non-elitist,DE,DE,DE,DE,DE,BFGS,DE,BFGS,MLSL,Same
5,3,13,PSO,Non-elitist,Same,Same,Same,Same,PSO,Same,PSO,Same,Same,Same,Non-elitist,Non-elitist,Same,PSO,Non-elitist,DE,PSO,PSO,Same,DE,MLSL,MLSL,Non-elitist,PSO,Same,DE,Non-elitist,Same,Same
5,3,14,PSO,Non-elitist,PSO,PSO,Same,Same,Same,PSO,PSO,PSO,PSO,PSO,Same,DE,PSO,PSO,DE,DE,PSO,PSO,DE,DE,DE,DE,DE,DE,BFGS,DE,BFGS,Same,Same
5,3,15,Same,Same,Same,Non-elitist,Same,Same,Same,Same,PSO,Same,PSO,PSO,Non-elitist,PSO,PSO,PSO,DE,DE,PSO,PSO,MLSL,DE,DE,DE,Non-elitist,MLSL,Non-elitist,BFGS,BFGS,Same,Same
5,3,16,Same,Non-elitist,Same,Same,Same,Non-elitist,Same,PSO,PSO,Same,PSO,Same,Same,Non-elitist,Same,PSO,PSO,DE,PSO,PSO,Same,MLSL,DE,Same,DE,DE,Non-elitist,BFGS,BFGS,DE,Same
5,3,17,PSO,Non-elitist,PSO,PSO,Same,Same,PSO,Non-elitist,PSO,PSO,PSO,Same,Same,BFGS,Non-elitist,PSO,Non-elitist,DE,DE,PSO,Non-elitist,DE,MLSL,MLSL,DE,DE,BFGS,DE,MLSL,Same,Same
5,3,18,Same,Same,Same,Same,Same,Same,Same,Same,PSO,Same,PSO,Same,Same,DE,Non-elitist,PSO,DE,DE,PSO,PSO,Non-elitist,DE,DE,DE,DE,DE,BFGS,DE,BFGS,MLSL,Same
5,3,19,Same,Same,Same,Same,Non-elitist,Same,Same,Same,PSO,Same,Same,PSO,Non-elitist,Same,Same,Same,PSO,DE,PSO,DE,Same,DE,DE,Same,DE,PSO,Non-elitist,BFGS,BFGS,DE,Same
5,4,0,Same,Non-elitist,PSO,Same,Same,Same,PSO,PSO,PSO,PSO,PSO,PSO,Same,DE,PSO,DE,DE,DE,DE,PSO,Same,PSO,MLSL,Non-elitist,Non-elitist,DE,BFGS,MLSL,MLSL,Non-elitist,Same
5,4,1,Same,PSO,PSO,Same,Non-elitist,Same,Same,PSO,PSO,PSO,PSO,PSO,PSO,DE,Same,PSO,PSO,DE,DE,PSO,Same,DE,DE,DE,PSO,DE,DE,MLSL,MLSL,Non-elitist,Same
5,4,2,PSO,Non-elitist,Same,Same,Same,PSO,PSO,Non-elitist,PSO,PSO,PSO,PSO,PSO,DE,Same,DE,DE,DE,MLSL,PSO,Same,DE,MLSL,DE,PSO,DE,BFGS,BFGS,DE,Non-elitist,Same
5,4,3,Same,Non-elitist,PSO,Same,Same,PSO,PSO,Same,PSO,PSO,PSO,PSO,Same,PSO,Non-elitist,PSO,DE,DE,DE,DE,Same,DE,MLSL,MLSL,Non-elitist,DE,Same,MLSL,MLSL,Non-elitist,Same
5,4,4,Same,Non-elitist,Same,Same,Same,Same,PSO,Same,PSO,PSO,PSO,PSO,Same,DE,Non-elitist,Non-elitist,DE,DE,PSO,DE,Same,Non-elitist,Non-elitist,MLSL,Non-elitist,MLSL,Same,BFGS,PSO,BFGS,Same
5,4,5,Non-elitist,Non-elitist,PSO,Same,Same,PSO,Same,PSO,PSO,PSO,PSO,PSO,Same,PSO,PSO,DE,PSO,DE,PSO,DE,Same,Non-elitist,DE,DE,PSO,DE,BFGS,MLSL,DE,BFGS,Same
5,4,6,PSO,Non-elitist,PSO,Same,Same,PSO,PSO,Non-elitist,PSO,Same,Same,Same,PSO,PSO,Non-elitist,PSO,Same,DE,Same,PSO,Same,PSO,DE,MLSL,DE,DE,DE,DE,DE,Non-elitist,Same
5,4,7,PSO,Non-elitist,PSO,Same,Same,Same,Same,PSO,Same,PSO,PSO,PSO,Same,PSO,Non-elitist,DE,DE,Non-elitist,Non-elitist,DE,Same,DE,MLSL,MLSL,Non-elitist,DE,BFGS,BFGS,MLSL,Non-elitist,Same
5,4,8,PSO,Non-elitist,Same,Same,Same,Same,PSO,Non-elitist,PSO,PSO,PSO,PSO,PSO,PSO,Non-elitist,PSO,DE,DE,DE,PSO,Same,PSO,MLSL,DE,PSO,DE,DE,MLSL,BFGS,Non-elitist,Same
5,4,9,PSO,Same,Same,Same,Same,PSO,PSO,PSO,PSO,PSO,Same,PSO,Same,PSO,PSO,PSO,PSO,DE,MLSL,PSO,Same,PSO,MLSL,DE,PSO,DE,PSO,BFGS,DE,BFGS,Same
5,4,10,Same,Non-elitist,PSO,Same,Same,Same,Same,Non-elitist,PSO,PSO,PSO,PSO,Same,PSO,PSO,BFGS,DE,DE,MLSL,PSO,Same,PSO,MLSL,DE,MLSL,DE,BFGS,MLSL,DE,Non-elitist,Same
5,4,11,Same,Same,PSO,Same,Same,PSO,Same,PSO,PSO,PSO,PSO,PSO,PSO,PSO,Non-elitist,Non-elitist,DE,DE,DE,DE,Same,PSO,MLSL,Same,Non-elitist,DE,PSO,MLSL,MLSL,Non-elitist,Same
5,4,12,Same,Same,Same,Same,Same,PSO,PSO,PSO,PSO,PSO,Same,PSO,Same,PSO,PSO,DE,DE,DE,MLSL,PSO,Same,DE,MLSL,Non-elitist,Non-elitist,DE,BFGS,MLSL,DE,Non-elitist,Same
5,4,13,PSO,Same,PSO,Same,Same,Same,PSO,Non-elitist,PSO,PSO,PSO,PSO,Same,DE,Same,Non-elitist,Same,DE,DE,DE,Same,PSO,Non-elitist,DE,Non-elitist,DE,BFGS,MLSL,DE,BFGS,Same
5,4,14,Same,PSO,Same,Same,Same,PSO,PSO,Same,PSO,PSO,Same,PSO,Same,PSO,PSO,PSO,PSO,DE,DE,PSO,DE,PSO,DE,DE,DE,DE,PSO,BFGS,DE,Non-elitist,Same
5,4,15,Same,Same,PSO,Non-elitist,Same,Same,PSO,PSO,PSO,Non-elitist,PSO,Same,Same,PSO,PSO,PSO,PSO,DE,DE,PSO,Same,DE,DE,DE,DE,DE,DE,BFGS,MLSL,Non-elitist,Same
5,4,16,PSO,Same,Same,Same,Same,Same,PSO,Non-elitist,PSO,PSO,Same,PSO,PSO,Same,Non-elitist,Same,Same,Same,Same,Same,Non-elitist,Non-elitist,Same,Non-elitist,Non-elitist,Same,PSO,BFGS,DE,MLSL,Same
5,4,17,PSO,Same,PSO,Same,Same,Same,Same,Same,PSO,PSO,Same,PSO,Same,Same,Non-elitist,Same,PSO,DE,DE,PSO,Same,DE,MLSL,Non-elitist,DE,DE,BFGS,BFGS,MLSL,Non-elitist,Same
5,4,18,Same,Same,PSO,Same,PSO,PSO,PSO,PSO,PSO,PSO,PSO,PSO,Same,PSO,PSO,PSO,Non-elitist,DE,MLSL,PSO,Same,PSO,MLSL,Non-elitist,PSO,DE,Same,MLSL,DE,BFGS,Same
5,4,19,Same,PSO,PSO,Same,Same,Same,Same,PSO,PSO,PSO,Same,Same,Same,PSO,PSO,PSO,Same,DE,DE,MLSL,Same,DE,DE,DE,DE,DE,PSO,BFGS,MLSL,Non-elitist,Same
5,5,0,PSO,Same,Same,Non-elitist,Same,Same,Same,Same,PSO,PSO,Same,Same,Same,PSO,Non-elitist,DE,Non-elitist,DE,PSO,DE,Non-elitist,DE,DE,Same,Same,MLSL,BFGS,BFGS,BFGS,DE,Same
5,5,1,Same,PSO,Same,Same,Same,PSO,PSO,Non-elitist,PSO,PSO,PSO,PSO,Same,DE,Non-elitist,PSO,PSO,DE,DE,DE,DE,PSO,PSO,Non-elitist,PSO,MLSL,BFGS,BFGS,BFGS,BFGS,Same
5,5,2,PSO,Same,Same,Same,Same,Same,Same,Non-elitist,PSO,Same,Same,Same,Non-elitist,Same,Same,Non-elitist,Non-elitist,DE,Non-elitist,DE,DE,PSO,DE,BFGS,DE,DE,DE,BFGS,DE,BFGS,Same
5,5,3,PSO,Non-elitist,Same,Non-elitist,Same,Same,PSO,PSO,PSO,PSO,Same,PSO,Non-elitist,DE,MLSL,DE,DE,DE,MLSL,DE,PSO,DE,MLSL,DE,Non-elitist,MLSL,BFGS,BFGS,MLSL,PSO,Same
5,5,4,Same,Same,Same,Same,Same,Same,PSO,Same,PSO,Same,PSO,PSO,Non-elitist,Same,Same,PSO,Same,DE,PSO,DE,Same,PSO,DE,Non-elitist,PSO,Same,DE,BFGS,BFGS,DE,Same
5,5,5,Same,Non-elitist,Same,Non-elitist,Same,PSO,PSO,PSO,PSO,PSO,PSO,PSO,Non-elitist,DE,Non-elitist,DE,DE,DE,PSO,DE,Same,DE,DE,Same,Non-elitist,MLSL,DE,BFGS,PSO,MLSL,Same
5,5,6,Same,Same,Same,Non-elitist,Same,Same,Same,Same,PSO,PSO,Same,PSO,PSO,Non-elitist,PSO,PSO,PSO,DE,PSO,DE,DE,PSO,DE,Same,PSO,DE,DE,BFGS,MLSL,Non-elitist,Same
5,5,7,PSO,Non-elitist,Same,Same,Non-elitist,Same,Same,Same,PSO,Same,Same,Non-elitist,Same,PSO,Non-elitist,PSO,Same,DE,PSO,DE,Non-elitist,DE,MLSL,DE,PSO,DE,DE,BFGS,MLSL,DE,Same
5,5,8,PSO,Non-elitist,Same,Non-elitist,Same,PSO,PSO,Non-elitist,PSO,PSO,PSO,PSO,PSO,BFGS,Non-elitist,PSO,MLSL,DE,PSO,DE,Same,DE,MLSL,MLSL,MLSL,DE,BFGS,BFGS,MLSL,DE,Same
5,5,9,Same,Non-elitist,PSO,Same,Same,Same,Same,Non-elitist,PSO,PSO,PSO,PSO,Same,DE,Non-elitist,PSO,DE,DE,PSO,DE,DE,PSO,DE,DE,MLSL,DE,BFGS,BFGS,MLSL,DE,Same
5,5,10,Same,Same,Same,PSO,Same,PSO,Same,Same,PSO,PSO,PSO,Same,Non-elitist,Non-elitist,Non-elitist,PSO,Same,DE,PSO,DE,Non-elitist,DE,DE,DE,Same,DE,DE,BFGS,MLSL,DE,Same
5,5,11,Non-elitist,Non-elitist,Same,Non-elitist,Same,PSO,PSO,PSO,PSO,PSO,Same,PSO,Non-elitist,Same,Non-elitist,PSO,Non-elitist,DE,PSO,DE,Same,DE,DE,Non-elitist,MLSL,DE,BFGS,BFGS,MLSL,DE,Same
5,5,12,PSO,Same,PSO,Same,Same,Same,PSO,Same,PSO,PSO,PSO,PSO,Non-elitist,Same,Non-elitist,Non-elitist,Same,Same,Same,Same,Same,Same,Non-elitist,Same,Non-elitist,Same,Same,DE,BFGS,BFGS,Same
5,5,13,PSO,Same,Same,Same,Same,Same,Same,Same,PSO,PSO,Same,PSO,Non-elitist,DE,Non-elitist,PSO,PSO,DE,PSO,MLSL,DE,DE,DE,DE,Non-elitist,MLSL,BFGS,BFGS,MLSL,BFGS,Same
5,5,14,Same,Non-elitist,Non-elitist,Same,Same,Same,PSO,Same,PSO,Same,Same,PSO,PSO,DE,Non-elitist,DE,DE,DE,PSO,DE,Same,DE,DE,MLSL,Non-elitist,DE,BFGS,BFGS,MLSL,MLSL,Same
